species,Family,Altitude median,Altitude_quart25,Altitude_quart75,ndvi_min,ndvi_mean,ndvi_max,solr_min,solr_mean,solr_max,temp_mean,temp_max,temp_min,Altitude_PC1,NDVI_PC1,Solar_PC1,Temp_PC1
Tetraogallus_altaicus,Phasianidae,2593.90625,2293.109375,2771.9375,-0.028900001,0.054091666,0.241750002,3978.5,13152.0415,22195,-62.5,153.5,-289,2748.913399,-0.215450707,-8745.333998,473.8008718
Alectoris_graeca,Phasianidae,1059.875,336.796875,1705.390625,-0.011,0.126029164,0.53035,5096,14175.625,23815,79,224,-49,183.0963194,0.081932019,-7151.99641,186.555998
Alectoris_chukar,Phasianidae,866.25,344.78125,1531.3125,-0.0167,0.103408337,0.337700009,7012.5,16610.25,26918,115,302,-32,-36.29550023,-0.110431378,-4061.747195,134.9821162
Alectoris_magna,Phasianidae,2942.3125,2441.0625,3445.5,-0.00605,0.067283332,0.28475,9006,16076,21920,26,203,-187,3453.503804,-0.170594437,-2966.502914,332.239356
Alectoris_philbyi,Phasianidae,2272.5,2192.90625,2532.09375,-0.0151,0.061108332,0.163499996,15811,20251.58398,23168,174,284,63,2358.156226,-0.289692772,5083.256345,30.87551272
Alectoris_barbara,Phasianidae,260.125,67.25,757.5625,-0.0034,0.063666664,0.217199996,11244.5,18743.16602,26016,187,245,109,-1021.046135,-0.237008644,591.461942,-4.089953513
Alectoris_rufa,Phasianidae,240.5,82.5625,607.6875,-0.0118,0.151508331,0.490700006,5618,15074,25145,135,267,25,-1119.386341,0.049655107,-6158.636484,86.39718379
Alectoris_melanocephala,Phasianidae,475.5625,117.0625,1622.375,-0.0093,0.0557,0.155200005,16298.5,20317,24997.5,250,340,153,-323.5365878,-0.299072471,5674.947112,-95.93927285
Ammoperdix_heyi,Phasianidae,274.25,35.625,472,-0.0175,0.044383332,0.093400002,11271,19797.41602,27279.5,221,368,70,-1209.058624,-0.361749482,1226.318295,-19.67976343
Francolinus_francolinus,Phasianidae,216.28125,44.03125,730.453125,-0.0122,0.103516668,0.365200013,12362,18244.75,24596,209,313,76,-1075.656983,-0.083739443,1210.797646,-5.002867732
Francolinus_pictus,Phasianidae,406.3125,262.65625,596.21875,0,0.08913333,0.243499994,15820,19748.58398,25334,263,385,143,-937.9712338,-0.205322347,5005.632993,-105.430755
Francolinus_pintadeanus,Phasianidae,206.0625,58.0625,558.3125,0,0.101666667,0.425399989,15606,18247.125,21677,238,309,146,-1183.184492,-0.025821179,3809.957558,-76.44156221
Francolinus_pondicerianus,Phasianidae,267.5625,75.125,529.5,-0.0103,0.090166666,0.264400005,15959,19720.5,24927,263,364,156,-1156.640068,-0.184769793,5082.138585,-110.9800956
Francolinus_gularis,Phasianidae,84.3125,76.125,117.71875,0.018999999,0.184599996,0.559899986,14200,17114.33398,20443,244,318,118,-1523.529465,0.124737491,1941.378352,-58.80854972
Peliperdix_lathami,Phasianidae,226.4375,122.90625,667.453125,0,0.19099167,0.540199995,13232.5,15929.9585,18271,250,296,207.5,-1069.435131,0.107227947,358.1218958,-129.8981996
Peliperdix_coqui,Phasianidae,1213.125,912.125,1477.28125,-0.042199999,0.077074997,0.42899999,14328,18857.08398,22762,197,285,78,420.9884894,-0.028188175,3081.096568,6.39391851
Peliperdix_albogularis,Phasianidae,187.1875,116.625,398.0625,0.030300001,0.177191675,0.465799987,14330,18103.58398,20208,275,370,195,-1265.683326,0.031624497,2522.401402,-150.6197321
Peliperdix_schlegelii,Phasianidae,1203.6875,806.8125,1210.90625,0.0038,0.192774996,0.532999992,12844,16851.66602,19901,214,308,142,193.8693646,0.10066629,595.027348,-60.45105054
Scleroptila_streptophora,Phasianidae,1315.6875,1049.4375,1575.3125,-0.0418,0.103758335,0.472499996,15904,17234.66602,19308,207,272,162,612.7099189,0.020486796,3394.830669,-64.45446161
Scleroptila_afra,Phasianidae,1361.53125,513.515625,1684.34375,-0.021299999,0.044574998,0.300099999,11385,19089.5,26569.5,151,258,13,436.4286826,-0.161176114,924.736446,90.0985937
Scleroptila_levaillantii,Phasianidae,1488.8125,1134.5625,1699.625,-0.0396,0.068624996,0.462300003,13227,18769.41602,23910,155,249,23,835.9206533,0.002057744,2168.035383,82.01410859
Scleroptila_finschi,Phasianidae,540.34375,463.921875,879.75,-0.0316,0.129987501,0.437250003,12445,13956.5415,15827.5,234.5,271,188,-578.2476884,-0.007368397,-1476.56056,-99.7994031
Scleroptila_shelleyi,Phasianidae,1006.15625,366.59375,1347.875,-0.0385,0.065124996,0.399599999,13125,17993.75,22203,189,275,75,-58.95230543,-0.059619175,1571.354972,15.43681972
Scleroptila_psilolaema,Phasianidae,3104.5,2609.875,3946.875,-0.0055,0.156366661,0.484699994,15929,19116,20919,119,191,52,3950.774007,0.044997459,4460.391411,91.0500036
Scleroptila_gutturalis,Phasianidae,1447.1875,1321.78125,1551.25,-0.0131,0.091800004,0.485799998,13723,20180.75,26212,166,282,12,812.8692747,0.030411193,3463.175183,77.2951386
Dendroperdix_sephaena,Phasianidae,924.5625,396.25,1148.25,-0.031199999,0.078741662,0.382200003,14428.5,18671.08398,22092.5,215,297,100,-217.7612255,-0.073212368,3027.073658,-23.89488938
Pternistis_squamatus,Phasianidae,1600.96875,1142.40625,1960.453125,-0.022500001,0.125229165,0.494399995,14072,16530.5,19240,196,262,134,1070.318583,0.046893229,1453.905372,-33.37379406
Pternistis_ahantensis,Phasianidae,83,26.84375,174.90625,0,0.173816666,0.488999993,12930,16312.5,18880,264,313,221,-1513.213704,0.053390365,328.8037809,-152.3598879
Pternistis_griseostriatus,Phasianidae,700.5,307.375,865.4375,-0.035599999,0.070950001,0.402999997,13256,15069.91699,17363,222,290,140,-572.796415,-0.054914465,-111.4694116,-58.59860168
Pternistis_hildebrandti,Phasianidae,1632.40625,1152.703125,1883.5625,-0.0278,0.10211667,0.403799996,14804,17347.95801,20069.5,199,274,128,1045.450015,-0.046593221,2552.483044,-32.93184532
Pternistis_bicalcaratus,Phasianidae,62.0625,13.1875,240.875,0.029999999,0.157549992,0.382200003,16135,19380,22487,269,348,192,-1490.785444,-0.054241866,4885.750699,-139.7019822
Pternistis_icterorhynchus,Phasianidae,771.3125,686.9375,1001.375,-0.039999999,0.154558331,0.569400012,16148,18480.25,19723,238,314,192,-252.824427,0.12681494,4249.134576,-115.3369207
Pternistis_clappertoni,Phasianidae,1195.5625,433.34375,1622.84375,0.0241,0.129741669,0.341199994,16752.5,19862.58398,22126.5,230,305,146,259.5762898,-0.100750346,5631.779562,-71.3131786
Pternistis_harwoodi,Phasianidae,2269.375,1590.5,2585.6875,0,0.139899999,0.472000003,15386,19523.08398,21541,171,254,88,2084.419398,0.028665812,4235.346967,19.2407652
Pternistis_swierstrai,Phasianidae,2148.25,1938.125,2258.5625,-0.023800001,0.117616661,0.614899993,15522,16676.33398,18126,150,238,51,1983.321462,0.161944175,2700.981512,64.34715288
Pternistis_camerunensis,Phasianidae,1708.65625,1636.015625,1788.65625,0.068999998,0.165858343,0.347499996,10562,13983.8335,16603.5,159.5,189.5,138.5,1275.557826,-0.085988906,-3039.6699,-0.487570483
Pternistis_nobilis,Phasianidae,2239.25,1860.15625,2386.40625,-0.0209,0.10165,0.517700016,13001,14272.16699,15619,160,216,115,2077.819619,0.063768376,-854.5510943,12.06745805
Pternistis_jacksoni,Phasianidae,2842.3125,2446.1875,3025.375,-0.047699999,0.120225005,0.521399975,12851,15941.83301,19234,129,204,63,3132.269607,0.071936617,104.6404309,73.6860794
Pternistis_castaneicollis,Phasianidae,2984.59375,2074.34375,3599.203125,-0.0373,0.153066665,0.464450002,15942.5,19088.79102,20948,127,199.5,55,3389.20364,0.024635187,4460.912322,82.37136523
Pternistis_ochropectus,Phasianidae,1331.5,1243.78125,1391.203125,-0.0074,0.069249995,0.245299995,17558.5,20891,23215.5,222,327,131.5,604.4076558,-0.208383441,6917.517965,-60.62093071
Pternistis_erckelii,Phasianidae,991,289.34375,1812.625,-0.0396,0.064324997,0.33829999,13548.5,18258.66602,21943,189,230,153,186.3023108,-0.119276822,2049.620256,-37.52941729
Pternistis_hartlaubi,Phasianidae,1190.375,1088.34375,1255.125,0,0.063133337,0.184100002,15833,20176.25,23187,213,317,87,356.8543943,-0.269256848,5066.780256,-17.06345287
Pternistis_adspersus,Phasianidae,1009.1875,944.6875,1148.59375,-0.020300001,0.077266671,0.336400002,16287,20702.25,23587,225,334,88,110.4326237,-0.118028847,5748.929161,-28.24644452
Pternistis_capensis,Phasianidae,201.5,47,600.90625,-0.0067,0.031933334,0.189500004,9915,18668.75,27859,172,267,73,-1164.589786,-0.271574517,-461.5921092,27.85152478
Pternistis_natalensis,Phasianidae,941.4375,400.75,1272.1875,-0.036600001,0.071833335,0.418199986,13638.5,18906.25,23110.5,198,290,63,-127.3504911,-0.039952122,2532.763709,16.94741323
Pternistis_leucoscepus,Phasianidae,1161.875,913.4375,1623.5,-0.00255,0.1130125,0.352850005,14928,17529.66699,20158,221,294,144,483.8883648,-0.093440156,2755.928449,-62.3269639
Pternistis_rufopictus,Phasianidae,1566.28125,1414.46875,1632.0625,-0.032400001,0.125587501,0.515749991,16764.5,18402.25,19904.5,211,286,146,980.7702296,0.06771741,4759.47438,-56.82626953
Pternistis_afer,Phasianidae,954.15625,341.234375,1336.765625,-0.043200001,0.061550003,0.41444999,13334,17570.29199,21562,199,273,116,-109.3342188,-0.046068934,1497.042108,-22.85913847
Pternistis_swainsonii,Phasianidae,1243.25,931.625,1482.8125,-0.028899999,0.084250003,0.451499999,13860,19851.41602,24487.5,181,290,37,452.0455049,-0.004654248,3291.778758,47.07911306
Perdix_perdix,Phasianidae,77.0625,21.75,257.71875,-0.021400001,0.118950002,0.540400028,1876,9882.75,19603,86,210,-10,-1467.010168,0.089990144,-12368.73006,154.3713344
Perdix_dauurica,Phasianidae,1195.125,553.53125,1634.765625,-0.017200001,0.105358332,0.372500002,4973,13922.29199,22063.5,13,239.5,-240,327.8421385,-0.076197711,-7513.761926,373.5460149
Perdix_hodgsoniae,Phasianidae,3975.375,3568.1875,4303.53125,0,0.048333332,0.209800005,9917,15579.5,20598,12,155,-159,5173.046989,-0.247918239,-2518.153032,328.2341934
Rhizothera_longirostris,Phasianidae,153,31.5625,768.65625,-0.03305,0.098241664,0.438449994,13197.5,15717,17732,257.5,290.5,218,-1094.987386,-0.013906648,182.9854077,-141.0609035
Margaroperdix_madagarensis,Phasianidae,891.8125,219.15625,1238.625,-0.0195,0.064058334,0.347650006,13910,18731.58398,22904,200.5,256.5,117.5,-269.8036327,-0.110323709,2667.257057,-20.86042086
Melanoperdix_niger,Phasianidae,21.125,10.625,48.375,-0.021600001,0.072791666,0.409999996,13354,16044.91699,18216,265.5,298.5,234.5,-1637.602746,-0.04771336,515.9217072,-160.676719
Coturnix_coturnix,Phasianidae,151.125,33.8125,530,-0.1,0.1794429,0.9939,2657,15998.25,30266,167,274,66,-1245.584899,0.544813997,-7892.978967,34.48385445
Coturnix_japonica,Phasianidae,22.3125,2.421875,255.578125,-0.0967,0.05458,0.7888,4797,11259.4,23143,198,262,18,-1510.282986,0.315530797,-8893.47462,60.60897981
Coturnix_delegorguei,Phasianidae,969.96875,373.453125,1340.390625,-0.035799999,0.082824998,0.393749997,14199,18201.75,21580,214,294,109,-81.42007485,-0.061004653,2559.215871,-30.01913541
Coturnix_pectoralis,Phasianidae,139.875,57.25,303.125,-0.0096,0.05395833,0.266100004,8048.5,17354.5,26213.5,159,271,63,-1383.491724,-0.191911854,-2849.653059,41.82686241
Coturnix_novaezelandiae,Phasianidae,7.0625,2.28125,32.3125,-0.021,0.049866665,0.41080001,6389,14190.25,23642,136.5,199.5,81,-1660.224011,-0.052503765,-6035.436645,56.13686795
Coturnix_ypsilophora,Phasianidae,102.90625,19.625,283.75,-0.0217,0.046895834,0.313150004,10780.5,17968.33398,24708,192,283,96,-1436.499713,-0.147952063,-289.2567355,-5.267060108
Excalfactoria_chinensis,Phasianidae,41.21875,10.578125,172.8125,-0.0196,0.056425001,0.404599994,11977,17533.66602,24077,207,281,121,-1547.296156,-0.056929972,488.7892029,-33.05466672
Perdicula_asiatica,Phasianidae,454.9375,253.1875,701.125,-0.0043,0.099166669,0.275350004,15921.5,19677.16602,24828,257,355,150,-848.0402242,-0.171978309,5020.93013,-100.761824
Perdicula_erythrorhyncha,Phasianidae,1452.75,1005.40625,1820.09375,-0.056000002,0.094616674,0.395599991,16503,19529.91602,23709,196,270,128,825.2597038,-0.056294889,5369.902763,-30.40159673
Xenoperdix_udzungwensis,Phasianidae,1455.6875,1443.875,1690.3125,0,0.126874998,0.582300007,13899,16566.25,19704,183,253,106,967.5957456,0.13250463,1355.903744,-1.496714398
Xenoperdix_obscuratus,Phasianidae,1936.1875,1915.09375,1957.28125,-0.088649999,0.135266662,0.688699991,14400,16679.5,19541,162,232.5,84.5,1657.084033,0.237990344,1834.203727,32.0055529
Arborophila_torqueola,Phasianidae,2168.40625,1777.203125,2641.640625,-0.00415,0.094466664,0.405099988,12349,16641.83301,21234.5,117.5,217,-33,2155.271502,-0.047250866,161.805979,155.143765
Arborophila_rufogularis,Phasianidae,1494.8125,1144.625,1923.375,0,0.113833338,0.509299994,13492.5,16710.5,20360,168.5,247.5,41.5,985.7775883,0.058522495,1122.823207,60.20903172
Arborophila_atrogularis,Phasianidae,340.6875,154.5,703.4375,0,0.193633333,0.613600016,14103,16788.41602,20183,232,303,103,-963.676852,0.179073581,1677.772787,-36.64306607
Arborophila_crudigularis,Phasianidae,650.34375,287.75,1193.40625,0,0.051779166,0.224299997,10590.5,15501.54199,20718,198,279,104,-405.1606946,-0.233015532,-1962.904992,-13.96669787
Arborophila_brunneopectus,Phasianidae,1048.6875,597.328125,1373.359375,-0.02055,0.112224996,0.486600012,14640,17853.95801,22017.5,212,279.5,129,99.18103555,0.036164785,2803.853744,-41.84178221
Arborophila_rufipectus,Phasianidae,1387.625,1206.25,1679.4375,0,0.138941661,0.635200024,6452,11455.66699,15509,126,254,-8,800.211983,0.186751352,-7929.944287,121.2629001
Arborophila_gingica,Phasianidae,768.5625,477.9375,885.6875,0,0.130533338,0.555700004,9712,14428.66699,21277,173,299,26,-433.530613,0.107588363,-3210.497274,58.0612616
Arborophila_javanica,Phasianidae,1470.9375,1110.40625,1841.75,-0.073799998,0.00465,0.0973,13527,15685.08301,18365,186,223,152,902.8859877,-0.367464196,500.5165967,-33.45148761
Arborophila_ardens,Phasianidae,822.5,490.8125,940.125,0.0196,0.204375014,0.56190002,13246,17131.91602,20516,207,253,136,-360.9996681,0.13147641,1127.414949,-38.54242491
Arborophila_charltonii,Phasianidae,133.25,103.21875,154.46875,-0.0219,0.161300004,0.59009999,15105,17665.58398,20855,264,308,225,-1457.879211,0.148484958,3028.272642,-154.4223001
Arborophila_chloropus,Phasianidae,384.625,162.234375,732.28125,0,0.134470828,0.539099991,16402,18452.33301,22065.5,253.5,311,187.5,-915.7748862,0.092440716,4630.587392,-118.9764142
Caloperdix_oculeus,Phasianidae,531.4375,247.96875,984,0,0.152416661,0.543200016,14756.5,16622.08398,18667.5,239.5,287.5,189,-627.2690827,0.100774351,2050.30018,-107.2235848
Haematortyx_sanguiniceps,Phasianidae,1331.6875,1048.375,1706.03125,-0.0013,0.13470833,0.495900005,14313,16531,18598,193,229,159,704.0646934,0.050594031,1615.452475,-44.2800159
Rollulus_rouloul,Phasianidae,145.9375,43.875,465.75,-0.0209,0.133524999,0.502099991,14155,16480.08398,18503.5,261,292,221,-1284.075161,0.056372484,1446.266926,-145.7013271
Bambusicola_fytchii,Phasianidae,1516.375,1248.34375,1839.9375,0,0.153825,0.557399988,14194,16832.58398,20826,180,255,62,998.3980208,0.114891421,1826.396744,35.619321
Bambusicola_thoracicus,Phasianidae,169.34375,39.390625,534.0625,0,0.09995833,0.42719999,8329.5,13328.375,18350,157,297,9,-1229.503886,-0.024489711,-5168.981152,80.78661949
Galloperdix_spadicea,Phasianidae,352.5,72.875,754.953125,-0.0176,0.1017875,0.345400006,16326,19526.375,24283,263,330,186,-965.6580769,-0.103352813,5257.341182,-127.2981336
Galloperdix_lunulata,Phasianidae,445.875,328.9375,580.3125,0,0.114141665,0.281399995,16347,19507.75,25043,259,383,149,-891.1678742,-0.16248542,5323.102184,-107.7814956
Ithaginis_cruentus,Phasianidae,3356.75,2746.375,3704.5625,-0.018300001,0.087341666,0.403800011,12270,16101.41699,20100,54,161,-81,4015.053842,-0.050204565,-256.71029,241.0586856
Tragopan_satyra,Phasianidae,2776.625,2337.484375,3238.28125,-0.02385,0.090974994,0.440400004,12487.5,16427.91602,20237.5,88,181,-45,3172.959674,-0.013802936,102.6348849,189.0449347
Tragopan_blythii,Phasianidae,2070.25,1471.875,2462.6875,0,0.110574998,0.606400013,12891,15815.25,19491,132,213,7,1829.78558,0.151926988,96.37421538,115.8143245
Tragopan_temminckii,Phasianidae,2175.90625,1598.96875,2675.578125,0,0.101666667,0.596100003,7202,12143.95801,16348.5,94,207.5,-41,2090.634543,0.139772636,-6878.417291,176.2152409
Tragopan_caboti,Phasianidae,787.21875,610.703125,1029.828125,0,0.13333334,0.521299988,9572,14216.375,21363.5,165.5,301,14,-264.2257584,0.074897051,-3429.795179,71.30264531
Pucrasia_macrolopha,Phasianidae,2270.65625,1754.671875,2816.375,-0.0045,0.076491669,0.372999996,10619.5,16717.125,23596,95,220,-69.5,2314.100962,-0.082753062,-1126.26131,196.0060195
Lophophorus_impejanus,Phasianidae,2942.34375,2370,3439.53125,-0.0285,0.052991666,0.29095,11676.5,16584.29199,23180,69,180,-84,3413.689132,-0.167990506,-305.0644113,231.1077508
Lophophorus_sclateri,Phasianidae,2118,1865.125,2785.84375,0,0.101991661,0.543900013,12446,15159.33301,18489,121,214,-15,2261.349852,0.08921301,-686.6463456,139.3087987
Lophophorus_lhuysii,Phasianidae,3092.6875,2283.4375,3338.25,0,0.066183336,0.407700002,7632,12109.83301,16076,45,161,-93,3394.008857,-0.051605089,-6542.268917,255.5651936
Gallus_gallus,Phasianidae,156.125,34.875,485.1875,-0.0059,0.103275001,0.412200004,13864.5,17976.41602,21953,247,292,200,-1270.398658,-0.038220489,2186.06123,-121.2242854
Gallus_sonneratii,Phasianidae,647.1875,255,945.796875,-0.0153,0.104449995,0.357499987,16465,19697.33398,24251,245,322,170,-579.9240464,-0.090974481,5459.541419,-102.8956258
Gallus_lafayettii,Phasianidae,110.6875,42.125,564,-0.039099999,0.117325,0.484699994,16803,19040.16602,22317,268,302,223,-1243.622999,0.035608037,5286.018861,-153.4054459
Gallus_varius,Phasianidae,186.75,23.3125,710.1875,-0.025800001,0.044541668,0.282400012,15657,17742.83398,21514,261.5,285,233,-1116.284617,-0.178342977,3594.465419,-154.0911123
Lophura_leucomelanos,Phasianidae,1378,663.53125,1904.96875,-0.0196,0.089183331,0.399500012,12981.5,17391.25,21733,162,247,40,661.4821011,-0.053925488,1115.928498,64.93676132
Lophura_nycthemera,Phasianidae,911.9375,506.1875,1347.3125,0,0.13333334,0.509000003,13478,17131.91602,21024,198,283,98,-43.7226621,0.062964999,1366.668245,-10.02313297
Lophura_edwardsi,Phasianidae,8.0625,8.0625,8.0625,-0.0185,0.116674997,0.422100008,14282,17961.75,21361,261,322,189,-1672.009981,-0.02533095,2497.086901,-126.7736107
Lophura_swinhoii,Phasianidae,978.15625,513.21875,1646.328125,0,0.054145833,0.218900003,10654,15436.29199,20424,181,260,86,187.4233175,-0.237679498,-1961.751879,14.22575462
Lophura_inornata,Phasianidae,1516.625,1429.34375,2142.28125,-0.0526,0.067524999,0.489600003,13108,15022.66699,16044,173,209,141,1281.244699,0.028308037,-361.4946756,-14.2858405
Lophura_erythrophthalma,Phasianidae,143.875,84.75,194.8125,0,0.102683336,0.443500012,12889,16444.25,19278,262,306,218,-1435.555654,-0.008015796,387.5868186,-147.1632744
Lophura_ignita,Phasianidae,60.03125,16.328125,266.578125,-0.01335,0.175258338,0.602899998,14843,17192.20801,18924,264,293.5,231.5,-1474.159101,0.164268062,2424.434085,-156.2256028
Lophura_diardi,Phasianidae,178.28125,120.71875,509.234375,0,0.14463333,0.503800005,16930.5,18862.25,22127,264.5,321.5,199,-1198.657789,0.060663562,5295.159815,-136.6624384
Lophura_bulweri,Phasianidae,355.28125,180.59375,704.734375,-0.043400001,0.166125,0.630699992,14909,17001.83301,18875,240,277,205,-941.0555979,0.189097861,2384.593182,-118.040045
Crossoptilon_crossoptilon,Phasianidae,3999.1875,3778.328125,4130.46875,0,0.051191665,0.204350002,10498.5,15295.3335,19825.5,19.5,156,-145,5184.426918,-0.252511369,-2210.564301,312.6259732
Crossoptilon_harmani,Phasianidae,4348.15625,4209.578125,4608.328125,0,0.066704165,0.243300006,12447,17191.875,21932,26.5,152.5,-136.5,5909.597928,-0.210960912,568.9497917,302.8757098
Crossoptilon_mantchuricum,Phasianidae,1017.625,779.75,1242.9375,0,0.080958329,0.356700003,8449.5,15698.2085,23071.5,97,281.5,-117,91.22233376,-0.09749296,-3549.143342,218.9418712
Crossoptilon_auritum,Phasianidae,3134.9375,2717.3125,3426.4375,0,0.116141669,0.52700001,8144,13430.5,18194,31,174,-141,3694.653029,0.07625338,-5291.48048,299.0024869
Catreus_wallichii,Phasianidae,2058.25,1667.25,2327.4375,-0.0241,0.081695836,0.398800001,11794.5,17274.95801,24115,118,240,-46.5,1836.533962,-0.056410359,206.1958858,160.357186
Syrmaticus_ellioti,Phasianidae,774.3125,426.21875,898.28125,0,0.134499997,0.550499976,9745,14491.9585,21827,171,301,20,-448.4571421,0.103506771,-3109.761535,63.5297643
Syrmaticus_humiae,Phasianidae,1448.75,1186.15625,1648.78125,-0.0285,0.121266663,0.509500027,14703,17692.33398,22168,191,277,86,806.5152038,0.06059536,2790.403495,4.901172384
Syrmaticus_mikado,Phasianidae,2087.0625,1636.3125,2432.75,0,0.060399998,0.285100013,10084,14859.75,19940,120,200,31,1904.205072,-0.171941584,-2775.665033,105.5470632
Syrmaticus_soemmerringii,Phasianidae,385.9375,77.90625,656.5625,0,0.08449167,0.460399985,7168,12872.75,18134,121,268.5,-15.5,-1005.596783,0.003962714,-6416.940786,126.4834932
Syrmaticus_reevesii,Phasianidae,129.3125,86.96875,181.28125,-0.00395,0.177824989,0.670599997,2618,11330.16699,19831,109,236,8,-1451.511795,0.230541428,-10997.02644,121.3612266
Phasianus_colchicus,Phasianidae,110.4375,27.9375,312.5,-0.0195,0.123774998,0.548699975,2597,10820.7085,20473,97,228,-17,-1409.71671,0.099208093,-11217.51499,150.0183712
Phasianus_versicolor,Phasianidae,46.3125,6.75,216.75,0,0.083750002,0.4278,5522,12458.83301,18191,141.5,281,4.5,-1518.518059,-0.027842134,-8044.592495,96.41250772
Chrysolophus_pictus,Phasianidae,51.03125,23.34375,785.125,-0.0264,0.096037503,0.482950002,1976,9809.75,17980,102,198,23,-1148.57077,0.028709807,-12438.81399,121.9392764
Chrysolophus_amherstiae,Phasianidae,1734.9375,145.3125,2593.25,-0.021199999,0.097583331,0.513249993,6939.5,11675.5,18063.5,101,209,-2,1042.272259,0.058465089,-7208.367929,140.2665279
Polyplectron_chalcurum,Phasianidae,1402.875,970.3125,1695.03125,-0.0427,0.075758331,0.373500004,13214,15329.83301,16838,187,220,157,699.2566327,-0.082346281,-59.46040499,-37.338366
Polyplectron_inopinatum,Phasianidae,958.71875,764.953125,1226.03125,0,0.126754168,0.543200016,12210,15201.2915,17519.5,215,253,174.5,38.49140717,0.094544918,-943.1874831,-74.23692435
Polyplectron_germaini,Phasianidae,163.3125,135.71875,395.4375,0,0.125624999,0.458999991,16555,18497.5,21534,265,323,203,-1271.653093,0.012589493,4745.925272,-140.5631364
Polyplectron_bicalcaratum,Phasianidae,535.96875,272.265625,997.671875,0,0.162433341,0.624300003,14195,16950.625,21020,228,296,104,-603.6505965,0.181879865,1899.689713,-33.68382021
Polyplectron_katsumatae,Phasianidae,944.125,944.125,944.125,0.0196,0.204375014,0.56190002,13192,17056.58398,20334,200,246,135,-57.07424022,0.13147641,1029.984402,-32.38598721
Polyplectron_malacense,Phasianidae,127.8125,86.25,199.9375,0,0.122491665,0.495299995,12840,16518.66602,19318,263,306,218,-1440.980547,0.047043044,384.5771336,-147.6829014
Polyplectron_schleiermacheri,Phasianidae,52,18.390625,68.8125,-0.045899998,0.181041665,0.614300013,14767.5,16893.625,18070,263.5,288,242,-1602.652432,0.176815927,2148.612365,-163.2312907
Polyplectron_napoleonis,Phasianidae,141,34.0625,404.6875,-0.0146,0.134475008,0.582400024,14559,16693.75,20314,271,287.5,258.5,-1330.493772,0.134484639,2036.854953,-180.5231366
Rheinardia_ocellata,Phasianidae,175.125,95.4375,1285.25,-0.0185,0.091624998,0.300799996,14231,17960.91602,21112,244,306,165,-723.5190753,-0.149083232,2433.841489,-94.39475141
Argusianus_argus,Phasianidae,168.6875,70.6875,324.0625,-0.0101,0.141616657,0.530700028,14211,16555.16602,18823,260,295,220.5,-1346.556937,0.086053007,1555.564976,-145.5006481
Pavo_cristatus,Phasianidae,227.6875,63.75,520.125,-0.0163,0.093424998,0.306499988,16048,19450.91602,24473,258,344,158,-1191.718293,-0.14312255,4993.166381,-105.1634335
Pavo_muticus,Phasianidae,138.78125,55.609375,345.59375,-0.015699999,0.096312497,0.390399992,15918,18364.25,22189,267,324,200,-1358.159632,-0.061032913,4176.453823,-139.3877661
Afropavo_congensis,Phasianidae,751.78125,638.65625,1110.140625,0,0.15541666,0.54460001,13885,15207.5835,16409.5,222,265,190.5,-220.1308272,0.1028607,430.9655788,-93.8949027