Species,Female,Male,Dimor,SizeChange,ParentalCare,Plumage_dim_sum,MatingSystem,BSD,Altitude_PC1,NDVI_PC1,Solar_PC1,Temp_PC1,NDVI,Solar,Temp,Altitude,group,erect,outlier
Pternistis_natalensis,0,0,0,0,2,0,M,0.4225,-127.3504911,-0.039952122,2532.763709,16.94741323,-0.039952122,2532.763709,-16.94741323,-127.3504911,Phasianidae,No_FS,other Phasianidae
Pternistis_leucoscepus,3,3,0,1,2,0,M,0.3817,483.8883648,-0.093440156,2755.928449,-62.3269639,-0.093440156,2755.928449,62.3269639,483.8883648,Phasianidae,non-erectile,other Phasianidae
Pternistis_rufopictus,3,3,0,1,2,0,M,0.4422,980.7702296,0.06771741,4759.47438,-56.82626953,0.06771741,4759.47438,56.82626953,980.7702296,Phasianidae,non-erectile,other Phasianidae
Pternistis_afer,3,3,0,1,1,0,M,0.3962,-109.3342188,-0.046068934,1497.042108,-22.85913847,-0.046068934,1497.042108,22.85913847,-109.3342188,Phasianidae,non-erectile,other Phasianidae
Pternistis_swainsonii,3,3,0,1,1,1,M,0.398,452.0455049,-0.004654248,3291.778758,47.07911306,-0.004654248,3291.778758,-47.07911306,452.0455049,Phasianidae,non-erectile,other Phasianidae
Perdix_perdix,1,1,0,1,2,1,M,0.0636,-1467.010168,0.089990144,-12368.73006,154.3713344,0.089990144,-12368.73006,-154.3713344,-1467.010168,Phasianidae,non-erectile,other Phasianidae
Perdix_dauurica,0,0,0,0,2,3,M,0.0506,327.8421385,-0.076197711,-7513.761926,373.5460149,-0.076197711,-7513.761926,-373.5460149,327.8421385,Phasianidae,No_FS,other Phasianidae
Perdix_hodgsoniae,1,1,0,1,2,0,M,0.1714,5173.046989,-0.247918239,-2518.153032,328.2341934,-0.247918239,-2518.153032,-328.2341934,5173.046989,Phasianidae,non-erectile,other Phasianidae
Rhizothera_longirostris,0,0,0,0,2,5,M,0.1478,-1094.987386,-0.013906648,182.9854077,-141.0609035,-0.013906648,182.9854077,141.0609035,-1094.987386,Phasianidae,No_FS,other Phasianidae
Margaroperdix_madagarensis,0,0,0,0,1,7,M,0.06611531,-269.8036327,-0.110323709,2667.257057,-20.86042086,-0.110323709,2667.257057,20.86042086,-269.8036327,Phasianidae,No_FS,other Phasianidae
Melanoperdix_niger,0,0,0,0,2,8,M,-0.0036,-1637.602746,-0.04771336,515.9217072,-160.676719,-0.04771336,515.9217072,160.676719,-1637.602746,Phasianidae,No_FS,other Phasianidae
Coturnix_coturnix,0,0,0,0,1,2,M,-0.1262,-1245.584899,0.544813997,-7892.978967,34.48385445,0.544813997,-7892.978967,-34.48385445,-1245.584899,Phasianidae,No_FS,other Phasianidae
Coturnix_japonica,0,0,0,0,1,2,M,-0.0373,-1510.282986,0.315530797,-8893.47462,60.60897981,0.315530797,-8893.47462,-60.60897981,-1510.282986,Phasianidae,No_FS,other Phasianidae
Coturnix_delegorguei,0,0,0,0,2,3,M,-0.1013,-81.42007485,-0.061004653,2559.215871,-30.01913541,-0.061004653,2559.215871,30.01913541,-81.42007485,Phasianidae,No_FS,other Phasianidae
Coturnix_pectoralis,0,0,0,0,2,3,M,-0.0764,-1383.491724,-0.191911854,-2849.653059,41.82686241,-0.191911854,-2849.653059,-41.82686241,-1383.491724,Phasianidae,No_FS,other Phasianidae
Coturnix_novaezelandiae,0,0,0,0,1,3,M,0.1,-1660.224011,-0.052503765,-6035.436645,56.13686795,-0.052503765,-6035.436645,-56.13686795,-1660.224011,Phasianidae,No_FS,other Phasianidae
Coturnix_ypsilophora,0,0,0,0,2,1,M,-0.0141,-1436.499713,-0.147952063,-289.2567355,-5.267060108,-0.147952063,-289.2567355,5.267060108,-1436.499713,Phasianidae,No_FS,other Phasianidae
Excalfactoria_chinensis,0,0,0,0,2,6,M,-0.1258,-1547.296156,-0.056929972,488.7892029,-33.05466672,-0.056929972,488.7892029,33.05466672,-1547.296156,Phasianidae,No_FS,other Phasianidae
Perdicula_asiatica,0,0,0,0,1,4,M,0,-848.0402242,-0.171978309,5020.93013,-100.761824,-0.171978309,5020.93013,100.761824,-848.0402242,Phasianidae,No_FS,other Phasianidae
Perdicula_erythrorhyncha,0,0,0,0,2,3,M,0,825.2597038,-0.056294889,5369.902763,-30.40159673,-0.056294889,5369.902763,30.40159673,825.2597038,Phasianidae,No_FS,other Phasianidae
Xenoperdix_udzungwensis,0,0,0,0,1,0,M,0.0455,967.5957456,0.13250463,1355.903744,-1.496714398,0.13250463,1355.903744,1.496714398,967.5957456,Phasianidae,No_FS,other Phasianidae
Xenoperdix_obscuratus,0,0,0,0,1,0,M,0.0455,1657.084033,0.237990344,1834.203727,32.0055529,0.237990344,1834.203727,-32.0055529,1657.084033,Phasianidae,No_FS,other Phasianidae
Arborophila_torqueola,1,1,0,1,2,2,M,0.1669,2155.271502,-0.047250866,161.805979,155.143765,-0.047250866,161.805979,-155.143765,2155.271502,Phasianidae,non-erectile,other Phasianidae
Arborophila_rufogularis,1,1,0,1,2,2,M,0.1669,985.7775883,0.058522495,1122.823207,60.20903172,0.058522495,1122.823207,-60.20903172,985.7775883,Phasianidae,non-erectile,other Phasianidae
Arborophila_atrogularis,1,1,0,1,2,0,M,0.1636,-963.676852,0.179073581,1677.772787,-36.64306607,0.179073581,1677.772787,36.64306607,-963.676852,Phasianidae,non-erectile,other Phasianidae
Arborophila_crudigularis,0,1,1,1,2,1,M,0.467,-405.1606946,-0.233015532,-1962.904992,-13.96669787,-0.233015532,-1962.904992,13.96669787,-405.1606946,Phasianidae,non-erectile,other Phasianidae
Arborophila_brunneopectus,1,1,0,1,2,0,M,0.1828,99.18103555,0.036164785,2803.853744,-41.84178221,0.036164785,2803.853744,41.84178221,99.18103555,Phasianidae,non-erectile,other Phasianidae
Arborophila_rufipectus,1,1,0,1,1,2,M,0.2055,800.211983,0.186751352,-7929.944287,121.2629001,0.186751352,-7929.944287,-121.2629001,800.211983,Phasianidae,non-erectile,other Phasianidae
Arborophila_gingica,1,1,0,1,2,0,M,0.19381232,-433.530613,0.107588363,-3210.497274,58.0612616,0.107588363,-3210.497274,-58.0612616,-433.530613,Phasianidae,non-erectile,other Phasianidae
Arborophila_javanica,1,1,0,1,2,0,M,0.20157334,902.8859877,-0.367464196,500.5165967,-33.45148761,-0.367464196,500.5165967,33.45148761,902.8859877,Phasianidae,non-erectile,other Phasianidae
Arborophila_ardens,0,0,0,0,2,0,M,0.2658,-360.9996681,0.13147641,1127.414949,-38.54242491,0.13147641,1127.414949,38.54242491,-360.9996681,Phasianidae,No_FS,other Phasianidae
Arborophila_charltonii,1,1,0,1,2,0,M,0.16,-1457.879211,0.148484958,3028.272642,-154.4223001,0.148484958,3028.272642,154.4223001,-1457.879211,Phasianidae,non-erectile,other Phasianidae
Arborophila_chloropus,0,1,1,1,1,0,M,0.16,-915.7748862,0.092440716,4630.587392,-118.9764142,0.092440716,4630.587392,118.9764142,-915.7748862,Phasianidae,non-erectile,other Phasianidae
Caloperdix_oculeus,0,0,0,0,2,0,M,-0.1739,-627.2690827,0.100774351,2050.30018,-107.2235848,0.100774351,2050.30018,107.2235848,-627.2690827,Phasianidae,No_FS,other Phasianidae
Haematortyx_sanguiniceps,0,0,0,0,2,2,M,0.1269,704.0646934,0.050594031,1615.452475,-44.2800159,0.050594031,1615.452475,44.2800159,704.0646934,Phasianidae,No_FS,other Phasianidae
Rollulus_rouloul,1,2,1,1,1,9,M,0.1485,-1284.075161,0.056372484,1446.266926,-145.7013271,0.056372484,1446.266926,145.7013271,-1284.075161,Phasianidae,non-erectile,other Phasianidae
Bambusicola_fytchii,0,0,0,0,2,1,M,0.1376,998.3980208,0.114891421,1826.396744,35.619321,0.114891421,1826.396744,-35.619321,998.3980208,Phasianidae,No_FS,other Phasianidae
Bambusicola_thoracicus,0,0,0,0,1,0,M,-0.0055,-1229.503886,-0.024489711,-5168.981152,80.78661949,-0.024489711,-5168.981152,-80.78661949,-1229.503886,Phasianidae,No_FS,other Phasianidae
Galloperdix_spadicea,1,1,0,1,2,3,M,0.1905,-965.6580769,-0.103352813,5257.341182,-127.2981336,-0.103352813,5257.341182,127.2981336,-965.6580769,Phasianidae,non-erectile,other Phasianidae
Galloperdix_lunulata,0,0,0,0,2,6,M,0.1227,-891.1678742,-0.16248542,5323.102184,-107.7814956,-0.16248542,5323.102184,107.7814956,-891.1678742,Phasianidae,No_FS,other Phasianidae
Ithaginis_cruentus,1,1,0,1,2,8,M,0.0194,4015.053842,-0.050204565,-256.71029,241.0586856,-0.050204565,-256.71029,-241.0586856,4015.053842,Phasianidae,non-erectile,other Phasianidae
Tragopan_satyra,1,3,2,4,1,8,M,0.6818,3172.959674,-0.013802936,102.6348849,189.0449347,-0.013802936,102.6348849,-189.0449347,3172.959674,Phasianidae,erectile,Tragopan
Tragopan_blythii,0,3,3,4,2,8,M,0.544,1829.78558,0.151926988,96.37421538,115.8143245,0.151926988,96.37421538,-115.8143245,1829.78558,Phasianidae,erectile,Tragopan
Tragopan_temminckii,0,3,3,4,1,8,M,0.4564,2090.634543,0.139772636,-6878.417291,176.2152409,0.139772636,-6878.417291,-176.2152409,2090.634543,Phasianidae,erectile,Tragopan
Tragopan_caboti,0,3,3,4,1,8,M,0.5556,-264.2257584,0.074897051,-3429.795179,71.30264531,0.074897051,-3429.795179,-71.30264531,-264.2257584,Phasianidae,erectile,Tragopan
Pucrasia_macrolopha,0,0,0,0,1,9,M,0.2704,2314.100962,-0.082753062,-1126.26131,196.0060195,-0.082753062,-1126.26131,-196.0060195,2314.100962,Phasianidae,No_FS,other Phasianidae
Lophophorus_impejanus,1,2,1,1,2,10,nonM,0.1038,3413.689132,-0.167990506,-305.0644113,231.1077508,-0.167990506,-305.0644113,-231.1077508,3413.689132,Phasianidae,non-erectile,other Phasianidae
Lophophorus_sclateri,2,2,0,1,2,10,M,0.1382,2261.349852,0.08921301,-686.6463456,139.3087987,0.08921301,-686.6463456,-139.3087987,2261.349852,Phasianidae,non-erectile,other Phasianidae
Lophophorus_lhuysii,1,2,1,1,1,10,M,-0.0804,3394.008857,-0.051605089,-6542.268917,255.5651936,-0.051605089,-6542.268917,-255.5651936,3394.008857,Phasianidae,non-erectile,other Phasianidae
Gallus_gallus,2,4,2,1,1,10,M,0.3862,-1270.398658,-0.038220489,2186.06123,-121.2242854,-0.038220489,2186.06123,121.2242854,-1270.398658,Phasianidae,non-erectile,other Phasianidae
Gallus_sonneratii,1,3,2,1,2,10,M,0.2883,-579.9240464,-0.090974481,5459.541419,-102.8956258,-0.090974481,5459.541419,102.8956258,-579.9240464,Phasianidae,non-erectile,other Phasianidae
Gallus_lafayettii,1,4,3,1,1,10,nonM,0.7004,-1243.622999,0.035608037,5286.018861,-153.4054459,0.035608037,5286.018861,153.4054459,-1243.622999,Phasianidae,non-erectile,other Phasianidae
Gallus_varius,2,4,2,1,1,10,M,0.3824,-1116.284617,-0.178342977,3594.465419,-154.0911123,-0.178342977,3594.465419,154.0911123,-1116.284617,Phasianidae,non-erectile,other Phasianidae
Lophura_leucomelanos,2,2,0,1.5,1,10,M,0.224,661.4821011,-0.053925488,1115.928498,64.93676132,-0.053925488,1115.928498,-64.93676132,661.4821011,Phasianidae,erectile,other Phasianidae
Lophura_nycthemera,2,2,0,1.5,1,10,nonM,0.4228,-43.7226621,0.062964999,1366.668245,-10.02313297,0.062964999,1366.668245,10.02313297,-43.7226621,Phasianidae,erectile,other Phasianidae
Lophura_edwardsi,2,2,0,2,1,10,nonM,0.0548,-1672.009981,-0.02533095,2497.086901,-126.7736107,-0.02533095,2497.086901,126.7736107,-1672.009981,Phasianidae,erectile,other Phasianidae
Lophura_swinhoii,2,3,1,2,1,10,M,0.2663,187.4233175,-0.237679498,-1961.751879,14.22575462,-0.237679498,-1961.751879,-14.22575462,187.4233175,Phasianidae,erectile,other Phasianidae
Lophura_inornata,2,2,0,1.5,1,8,nonM,0.0448,1281.244699,0.028308037,-361.4946756,-14.2858405,0.028308037,-361.4946756,14.2858405,1281.244699,Phasianidae,erectile,other Phasianidae
Lophura_erythrophthalma,3,3,0,2,1,8,nonM,0.2461,-1435.555654,-0.008015796,387.5868186,-147.1632744,-0.008015796,387.5868186,147.1632744,-1435.555654,Phasianidae,erectile,other Phasianidae
Lophura_ignita,3,3,0,2,1,8,nonM,0.461,-1474.159101,0.164268062,2424.434085,-156.2256028,0.164268062,2424.434085,156.2256028,-1474.159101,Phasianidae,erectile,other Phasianidae
Lophura_diardi,2,3,1,2,1,10,nonM,0.7006,-1198.657789,0.060663562,5295.159815,-136.6624384,0.060663562,5295.159815,136.6624384,-1198.657789,Phasianidae,erectile,other Phasianidae
Lophura_bulweri,2,4,2,4,1,9,M,0.6823,-941.0555979,0.189097861,2384.593182,-118.040045,0.189097861,2384.593182,118.040045,-941.0555979,Phasianidae,erectile,Lophura bulweri
Crossoptilon_crossoptilon,2,2,0,1.5,1,1,M,0.4783,5184.426918,-0.252511369,-2210.564301,312.6259732,-0.252511369,-2210.564301,-312.6259732,5184.426918,Phasianidae,erectile,other Phasianidae
Crossoptilon_harmani,2,2,0,1.5,1,0,M,0.2929,5909.597928,-0.210960912,568.9497917,302.8757098,-0.210960912,568.9497917,-302.8757098,5909.597928,Phasianidae,erectile,other Phasianidae
Crossoptilon_mantchuricum,2,2,0,1.5,1,0,M,0.1871,91.22233376,-0.09749296,-3549.143342,218.9418712,-0.09749296,-3549.143342,-218.9418712,91.22233376,Phasianidae,erectile,other Phasianidae
Crossoptilon_auritum,3,2,-1,1.5,1,0,M,0.1441,3694.653029,0.07625338,-5291.48048,299.0024869,0.07625338,-5291.48048,-299.0024869,3694.653029,Phasianidae,erectile,other Phasianidae
Catreus_wallichii,1,2,1,1.5,2,2,M,0.2165,1836.533962,-0.056410359,206.1958858,160.357186,-0.056410359,206.1958858,-160.357186,1836.533962,Phasianidae,erectile,other Phasianidae
Syrmaticus_ellioti,2,2,0,1.5,1,8,nonM,0.3166,-448.4571421,0.103506771,-3109.761535,63.5297643,0.103506771,-3109.761535,-63.5297643,-448.4571421,Phasianidae,erectile,other Phasianidae
Syrmaticus_humiae,1,2,1,1.5,1,9,nonM,0.37,806.5152038,0.06059536,2790.403495,4.901172384,0.06059536,2790.403495,-4.901172384,806.5152038,Phasianidae,erectile,other Phasianidae
Syrmaticus_mikado,1,2,1,1.5,1,9,nonM,0.2808,1904.205072,-0.171941584,-2775.665033,105.5470632,-0.171941584,-2775.665033,-105.5470632,1904.205072,Phasianidae,erectile,other Phasianidae
Syrmaticus_soemmerringii,1,2,1,1.5,1,9,M,-0.3077,-1005.596783,0.003962714,-6416.940786,126.4834932,0.003962714,-6416.940786,-126.4834932,-1005.596783,Phasianidae,erectile,other Phasianidae
Syrmaticus_reevesii,0,1,1,1.5,1,9,nonM,0.6112,-1451.511795,0.230541428,-10997.02644,121.3612266,0.230541428,-10997.02644,-121.3612266,-1451.511795,Phasianidae,erectile,other Phasianidae
Phasianus_colchicus,0,2,2,1.5,1,10,nonM,0.3822,-1409.71671,0.099208093,-11217.51499,150.0183712,0.099208093,-11217.51499,-150.0183712,-1409.71671,Phasianidae,erectile,other Phasianidae
Phasianus_versicolor,0,2,2,1.5,1,10,nonM,0.242,-1518.518059,-0.027842134,-8044.592495,96.41250772,-0.027842134,-8044.592495,-96.41250772,-1518.518059,Phasianidae,erectile,other Phasianidae
Chrysolophus_pictus,0,1,1,1,1,11,nonM,0.266,-1148.57077,0.028709807,-12438.81399,121.9392764,0.028709807,-12438.81399,-121.9392764,-1148.57077,Phasianidae,non-erectile,other Phasianidae
Chrysolophus_amherstiae,0,2,2,1,1,11,nonM,0.0679,1042.272259,0.058465089,-7208.367929,140.2665279,0.058465089,-7208.367929,-140.2665279,1042.272259,Phasianidae,non-erectile,other Phasianidae
Polyplectron_chalcurum,1,1,0,1,1,1,M,1.0039,699.2566327,-0.082346281,-59.46040499,-37.338366,-0.082346281,-59.46040499,37.338366,699.2566327,Phasianidae,non-erectile,other Phasianidae
Polyplectron_inopinatum,0,0,0,0,1,4,M,0.1768,38.49140717,0.094544918,-943.1874831,-74.23692435,0.094544918,-943.1874831,74.23692435,38.49140717,Phasianidae,No_FS,other Phasianidae
Polyplectron_germaini,1,1,0,1,1,5,nonM,0.2846,-1271.653093,0.012589493,4745.925272,-140.5631364,0.012589493,4745.925272,140.5631364,-1271.653093,Phasianidae,non-erectile,other Phasianidae
Polyplectron_bicalcaratum,1,1,0,1,1,7,M,0.3317,-603.6505965,0.181879865,1899.689713,-33.68382021,0.181879865,1899.689713,33.68382021,-603.6505965,Phasianidae,non-erectile,other Phasianidae
Polyplectron_katsumatae,1,2,1,1,1,7,M,0.3882,-57.07424022,0.13147641,1029.984402,-32.38598721,0.13147641,1029.984402,32.38598721,-57.07424022,Phasianidae,non-erectile,other Phasianidae
Polyplectron_malacense,2,2,0,1,1,8,nonM,0.2673,-1440.980547,0.047043044,384.5771336,-147.6829014,0.047043044,384.5771336,147.6829014,-1440.980547,Phasianidae,non-erectile,other Phasianidae
Polyplectron_schleiermacheri,2,2,0,1,1,10,nonM,0.4085,-1602.652432,0.176815927,2148.612365,-163.2312907,0.176815927,2148.612365,163.2312907,-1602.652432,Phasianidae,non-erectile,other Phasianidae
Polyplectron_napoleonis,0,1,1,1,1,10,M,0.354,-1330.493772,0.134484639,2036.854953,-180.5231366,0.134484639,2036.854953,180.5231366,-1330.493772,Phasianidae,non-erectile,other Phasianidae
Rheinardia_ocellata,1,1,0,1,1,10,nonM,1.8523,-723.5190753,-0.149083232,2433.841489,-94.39475141,-0.149083232,2433.841489,94.39475141,-723.5190753,Phasianidae,non-erectile,other Phasianidae
Argusianus_argus,3,3,0,1,1,9,nonM,0.4511,-1346.556937,0.086053007,1555.564976,-145.5006481,0.086053007,1555.564976,145.5006481,-1346.556937,Phasianidae,non-erectile,other Phasianidae
Pavo_cristatus,1,1,0,1,1,9,nonM,0.3158,-1191.718293,-0.14312255,4993.166381,-105.1634335,-0.14312255,4993.166381,105.1634335,-1191.718293,Phasianidae,non-erectile,other Phasianidae
Pavo_muticus,2,3,1,1,1,3,nonM,2.9865,-1358.159632,-0.061032913,4176.453823,-139.3877661,-0.061032913,4176.453823,139.3877661,-1358.159632,Phasianidae,non-erectile,other Phasianidae
Afropavo_congensis,1,3,2,1,2,8,M,0.2395,-220.1308272,0.1028607,430.9655788,-93.8949027,0.1028607,430.9655788,93.8949027,-220.1308272,Phasianidae,non-erectile,other Phasianidae